dataZone,councilArea,SIMD2020CrimeDomainRank,crimeCount,crimeRate
S01008700,City of Edinburgh,1329,23,430
S01008701,City of Edinburgh,1491,33,402
S01008702,City of Edinburgh,315,58,844
S01008703,City of Edinburgh,1144,53,467
S01008704,City of Edinburgh,69,208,1556
S01008705,City of Edinburgh,686,31,600
S01008706,City of Edinburgh,1087,29,482
S01008707,City of Edinburgh,1478,38,404
S01008708,City of Edinburgh,986,53,505
S01008709,City of Edinburgh,1762,26,359
S01008710,City of Edinburgh,290,40,874
S01008711,City of Edinburgh,562,53,671
S01008712,City of Edinburgh,867,61,541
S01008713,City of Edinburgh,1953,22,333
S01008714,City of Edinburgh,1635,21,377
S01008715,City of Edinburgh,762,44,571
S01008716,City of Edinburgh,2757,14,250
S01008717,City of Edinburgh,2387,12,284
S01008718,City of Edinburgh,2005,20,326
S01008719,City of Edinburgh,2601,28,261
S01008720,City of Edinburgh,1215,41,454
S01008721,City of Edinburgh,3662,15,183
S01008722,City of Edinburgh,2633,27,259
S01008723,City of Edinburgh,4887,9,113
S01008724,City of Edinburgh,4040,16,158
S01008725,City of Edinburgh,3417.5,16,199
S01008726,City of Edinburgh,2683,15,255
S01008727,City of Edinburgh,3357,22,203
S01008728,City of Edinburgh,2381,18,285
S01008729,City of Edinburgh,1198,32,457
S01008730,City of Edinburgh,3419,17,199
S01008731,City of Edinburgh,883,28,535
S01008732,City of Edinburgh,2096,20,317
S01008733,City of Edinburgh,1598,29,383
S01008734,City of Edinburgh,1828,22,349
S01008735,City of Edinburgh,1741,36,361
S01008736,City of Edinburgh,1981,24,329
S01008737,City of Edinburgh,3450,16,197
S01008738,City of Edinburgh,3391,17,201
S01008739,City of Edinburgh,1795,20,354
S01008740,City of Edinburgh,3939,9,165
S01008741,City of Edinburgh,2782,23,248
S01008742,City of Edinburgh,1394,21,419
S01008743,City of Edinburgh,224,93,980
S01008744,City of Edinburgh,2972,25,231
S01008745,City of Edinburgh,3770,9,176
S01008746,City of Edinburgh,1948,35,334
S01008747,City of Edinburgh,5977,3,60
S01008748,City of Edinburgh,3861,11,170
S01008749,City of Edinburgh,1736,35,363
S01008750,City of Edinburgh,3510,13,193
S01008751,City of Edinburgh,2854,15,241
S01008752,City of Edinburgh,886,40,535
S01008753,City of Edinburgh,1842,20,348
S01008754,City of Edinburgh,2435,18,279
S01008755,City of Edinburgh,2244,27,299
S01008756,City of Edinburgh,1220,29,453
S01008757,City of Edinburgh,174,68,1071
S01008758,City of Edinburgh,1246,37,448
S01008759,City of Edinburgh,1147,28,466
S01008760,City of Edinburgh,1048,48,491
S01008761,City of Edinburgh,3674,13,183
S01008762,City of Edinburgh,2122,18,313
S01008763,City of Edinburgh,5353,8,88
S01008764,City of Edinburgh,2892,16,238
S01008765,City of Edinburgh,2466,24,275
S01008766,City of Edinburgh,3998,16,161
S01008767,City of Edinburgh,6088,3,54
S01008768,City of Edinburgh,1017,53,497
S01008769,City of Edinburgh,3621.5,18,186
S01008770,City of Edinburgh,2698,24,254
S01008771,City of Edinburgh,4537,14,131
S01008772,City of Edinburgh,1181,35,460
S01008773,City of Edinburgh,2974,23,230
S01008774,City of Edinburgh,1221,44,453
S01008775,City of Edinburgh,1406,20,417
S01008776,City of Edinburgh,1094,42,480
S01008777,City of Edinburgh,723,63,586
S01008778,City of Edinburgh,1407,49,417
S01008779,City of Edinburgh,5318,7,90
S01008780,City of Edinburgh,2115,17,314
S01008781,City of Edinburgh,2402,31,282
S01008782,City of Edinburgh,1706.5,27,366
S01008783,City of Edinburgh,1535,18,394
S01008784,City of Edinburgh,4091,7,156
S01008785,City of Edinburgh,608,54,635
S01008786,City of Edinburgh,371,85,804
S01008787,City of Edinburgh,401,30,775
S01008788,City of Edinburgh,917,41,524
S01008789,City of Edinburgh,559,44,672
S01008790,City of Edinburgh,161,76,1098
S01008791,City of Edinburgh,779,56,565
S01008792,City of Edinburgh,1018,44,497
S01008793,City of Edinburgh,113,62,1246
S01008794,City of Edinburgh,4288,12,144
S01008795,City of Edinburgh,4588,15,128
S01008796,City of Edinburgh,1746,40,361
S01008797,City of Edinburgh,951,46,513
S01008798,City of Edinburgh,2231,24,301
S01008799,City of Edinburgh,1054,36,490
S01008800,City of Edinburgh,5179,11,97
S01008801,City of Edinburgh,1771,33,358
S01008802,City of Edinburgh,3813,18,174
S01008803,City of Edinburgh,1494,40,402
S01008804,City of Edinburgh,1780,27,356
S01008805,City of Edinburgh,3810,12,174
S01008806,City of Edinburgh,1573,42,387
S01008807,City of Edinburgh,2099,25,316
S01008808,City of Edinburgh,3501,14,193
S01008809,City of Edinburgh,339,58,828
S01008810,City of Edinburgh,4752,9,120
S01008811,City of Edinburgh,1620,35,380
S01008812,City of Edinburgh,4205,8,150
S01008813,City of Edinburgh,1997,35,328
S01008814,City of Edinburgh,1425,38,414
S01008815,City of Edinburgh,2643,23,258
S01008816,City of Edinburgh,3422,12,199
S01008817,City of Edinburgh,2050,27,322
S01008818,City of Edinburgh,3368,21,202
S01008819,City of Edinburgh,1040,36,493
S01008820,City of Edinburgh,1646,43,374
S01008821,City of Edinburgh,3103,16,221
S01008822,City of Edinburgh,3779,13,176
S01008823,City of Edinburgh,954,35,512
S01008824,City of Edinburgh,2523,27,269
S01008825,City of Edinburgh,3764,11,177
S01008826,City of Edinburgh,1873,23,344
S01008827,City of Edinburgh,2723,19,252
S01008828,City of Edinburgh,2883,21,239
S01008829,City of Edinburgh,4442,10,136
S01008830,City of Edinburgh,4183,14,151
S01008831,City of Edinburgh,2576,19,263
S01008832,City of Edinburgh,2733,21,251
S01008833,City of Edinburgh,6198,5,48
S01008834,City of Edinburgh,3084,25,222
S01008835,City of Edinburgh,3534,16,191
S01008836,City of Edinburgh,2613,18,260
S01008837,City of Edinburgh,4291,17,143
S01008838,City of Edinburgh,2248,35,298
S01008839,City of Edinburgh,3926,18,166
S01008840,City of Edinburgh,3863,19,170
S01008841,City of Edinburgh,2407,21,282
S01008842,City of Edinburgh,5801,7,67
S01008843,City of Edinburgh,1801,37,352
S01008844,City of Edinburgh,4446,10,136
S01008845,City of Edinburgh,340,71,826
S01008846,City of Edinburgh,3120,15,220
S01008847,City of Edinburgh,987,32,505
S01008848,City of Edinburgh,2820,15,245
S01008849,City of Edinburgh,1797,26,353
S01008850,City of Edinburgh,4309,10,142
S01008851,City of Edinburgh,3852,17,171
S01008852,City of Edinburgh,2917,24,237
S01008853,City of Edinburgh,3670,11,183
S01008854,City of Edinburgh,5585,7,78
S01008855,City of Edinburgh,3750,20,178
S01008856,City of Edinburgh,4267,8,145
S01008857,City of Edinburgh,5629,6,75
S01008858,City of Edinburgh,3494,12,194
S01008859,City of Edinburgh,4737,13,121
S01008860,City of Edinburgh,3126,19,219
S01008861,City of Edinburgh,5028,8,104
S01008862,City of Edinburgh,3997,15,161
S01008863,City of Edinburgh,3384,13,201
S01008864,City of Edinburgh,4249,21,146
S01008865,City of Edinburgh,5439.5,8,84
S01008866,City of Edinburgh,4517,10,132
S01008867,City of Edinburgh,5502,7,82
S01008868,City of Edinburgh,33,202,2145
S01008869,City of Edinburgh,4014,19,160
S01008870,City of Edinburgh,4424,12,137
S01008871,City of Edinburgh,2982,28,229
S01008872,City of Edinburgh,1881,30,343
S01008873,City of Edinburgh,1711,26,366
S01008874,City of Edinburgh,3129,22,219
S01008875,City of Edinburgh,2518,23,269
S01008876,City of Edinburgh,1283,27,439
S01008877,City of Edinburgh,3836.5,9,172
S01008878,City of Edinburgh,3242,18,211
S01008879,City of Edinburgh,3088,18,222
S01008880,City of Edinburgh,948,32,515
S01008881,City of Edinburgh,5652,5,74
S01008882,City of Edinburgh,2302,31,293
S01008883,City of Edinburgh,4560,14,130
S01008884,City of Edinburgh,3245,15,211
S01008885,City of Edinburgh,3282,18,208
S01008886,City of Edinburgh,4299,13,143
S01008887,City of Edinburgh,3682,14,182
S01008888,City of Edinburgh,5627,5,75
S01008889,City of Edinburgh,2577,23,263
S01008890,City of Edinburgh,2014,21,325
S01008891,City of Edinburgh,1006,38,499
S01008892,City of Edinburgh,2970,23,231
S01008893,City of Edinburgh,2292,27,294
S01008894,City of Edinburgh,5571,7,78
S01008895,City of Edinburgh,5546,7,80
S01008896,City of Edinburgh,6598,*,*
S01008897,City of Edinburgh,4335,10,141
S01008898,City of Edinburgh,1518,34,397
S01008899,City of Edinburgh,1064,43,487
S01008900,City of Edinburgh,528,66,687
S01008901,City of Edinburgh,3526,18,192
S01008902,City of Edinburgh,874,59,539
S01008903,City of Edinburgh,1667,36,372
S01008904,City of Edinburgh,585,68,651
S01008905,City of Edinburgh,347,92,822
S01008906,City of Edinburgh,680,50,603
S01008907,City of Edinburgh,643,58,621
S01008908,City of Edinburgh,535,86,685
S01008909,City of Edinburgh,2338,22,290
S01008910,City of Edinburgh,4086,8,156
S01008911,City of Edinburgh,2481,34,273
S01008912,City of Edinburgh,4108,12,154
S01008913,City of Edinburgh,5428,6,84
S01008914,City of Edinburgh,2963,21,231
S01008915,City of Edinburgh,4008,9,160
S01008916,City of Edinburgh,744,61,578
S01008917,City of Edinburgh,168,85,1088
S01008918,City of Edinburgh,2026,20,324
S01008919,City of Edinburgh,231,56,957
S01008920,City of Edinburgh,1781,49,356
S01008921,City of Edinburgh,1141,43,468
S01008922,City of Edinburgh,3824,14,172
S01008923,City of Edinburgh,4351,12,140
S01008924,City of Edinburgh,502,67,708
S01008925,City of Edinburgh,1542,30,393
S01008926,City of Edinburgh,411,45,770
S01008927,City of Edinburgh,2807,25,245
S01008928,City of Edinburgh,251,83,929
S01008929,City of Edinburgh,244,69,940
S01008930,City of Edinburgh,101,117,1330
S01008931,City of Edinburgh,1906,49,339
S01008932,City of Edinburgh,1143,45,467
S01008933,City of Edinburgh,603,42,637
S01008934,City of Edinburgh,2128,28,312
S01008935,City of Edinburgh,1436,40,412
S01008936,City of Edinburgh,4144,6,152
S01008937,City of Edinburgh,1686,36,369
S01008938,City of Edinburgh,5917,5,62
S01008939,City of Edinburgh,1561,30,390
S01008940,City of Edinburgh,477,46,725
S01008941,City of Edinburgh,4007,16,160
S01008942,City of Edinburgh,6436,3,37
S01008943,City of Edinburgh,6062,5,55
S01008944,City of Edinburgh,4778,13,119
S01008945,City of Edinburgh,6156,4,50
S01008946,City of Edinburgh,4239.5,15,147
S01008947,City of Edinburgh,5257,10,93
S01008948,City of Edinburgh,3512,14,193
S01008949,City of Edinburgh,3541,17,191
S01008950,City of Edinburgh,1327,43,431
S01008951,City of Edinburgh,1742,33,361
S01008952,City of Edinburgh,2687,22,255
S01008953,City of Edinburgh,1082.5,43,482
S01008954,City of Edinburgh,3462,17,196
S01008955,City of Edinburgh,4285,9,144
S01008956,City of Edinburgh,4462,11,135
S01008957,City of Edinburgh,2667,26,256
S01008958,City of Edinburgh,2045,31,322
S01008959,City of Edinburgh,5940,5,61
S01008960,City of Edinburgh,2704,29,253
S01008961,City of Edinburgh,3995.5,11,161
S01008962,City of Edinburgh,4012,10,160
S01008963,City of Edinburgh,4427,11,137
S01008964,City of Edinburgh,913,28,524
S01008965,City of Edinburgh,3096,18,221
S01008966,City of Edinburgh,3313,12,206
S01008967,City of Edinburgh,3264,22,209
S01008968,City of Edinburgh,4203,24,150
S01008969,City of Edinburgh,2368,32,287
S01008970,City of Edinburgh,3785,17,176
S01008971,City of Edinburgh,3709,13,180
S01008972,City of Edinburgh,2793,19,246
S01008973,City of Edinburgh,2648,24,258
S01008974,City of Edinburgh,4488,11,134
S01008975,City of Edinburgh,2564,20,265
S01008976,City of Edinburgh,4968,6,108
S01008977,City of Edinburgh,4859,7,114
S01008978,City of Edinburgh,3317,13,206
S01008979,City of Edinburgh,1607,27,381
S01008980,City of Edinburgh,3473,16,195
S01008981,City of Edinburgh,5794,5,68
S01008982,City of Edinburgh,3417.5,16,199
S01008983,City of Edinburgh,1451,26,410
S01008984,City of Edinburgh,6366,*,*
S01008985,City of Edinburgh,1183,43,459
S01008986,City of Edinburgh,4114,12,154
S01008987,City of Edinburgh,6634,*,*
S01008988,City of Edinburgh,3064,24,223
S01008989,City of Edinburgh,2957,14,233
S01008990,City of Edinburgh,4064,14,157
S01008991,City of Edinburgh,4747,11,120
S01008992,City of Edinburgh,136,68,1174
S01008993,City of Edinburgh,262,95,918
S01008994,City of Edinburgh,2871,18,240
S01008995,City of Edinburgh,3604,15,187
S01008996,City of Edinburgh,2571,23,264
S01008997,City of Edinburgh,2138,34,311
S01008998,City of Edinburgh,2422,22,280
S01008999,City of Edinburgh,2000,27,327
S01009000,City of Edinburgh,3768,27,176
S01009001,City of Edinburgh,5615,7,76
S01009002,City of Edinburgh,4581,30,129
S01009003,City of Edinburgh,3310,20,206
S01009004,City of Edinburgh,6575,*,*
S01009005,City of Edinburgh,4234,11,147
S01009006,City of Edinburgh,3387,15,201
S01009007,City of Edinburgh,4595,9,128
S01009008,City of Edinburgh,1388,38,420
S01009009,City of Edinburgh,889,25,532
S01009010,City of Edinburgh,5919,6,62
S01009011,City of Edinburgh,6251,4,46
S01009012,City of Edinburgh,5538,6,80
S01009013,City of Edinburgh,5723,6,71
S01009014,Na h-Eileanan an Iar,4702,7,123
S01009015,Na h-Eileanan an Iar,5269,6,92
S01009016,Na h-Eileanan an Iar,6688,*,*
S01009017,Na h-Eileanan an Iar,4100,9,155
S01009018,Na h-Eileanan an Iar,6596.5,*,*
S01009019,Na h-Eileanan an Iar,4127,8,153
S01009020,Na h-Eileanan an Iar,3705,14,181
S01009021,Na h-Eileanan an Iar,6005,4,58
S01009022,Na h-Eileanan an Iar,6671,*,*
S01009023,Na h-Eileanan an Iar,6928,*,*
S01009024,Na h-Eileanan an Iar,5907,6,63
S01009025,Na h-Eileanan an Iar,6674,*,*
S01009026,Na h-Eileanan an Iar,6491,3,34
S01009027,Na h-Eileanan an Iar,6809,*,*
S01009028,Na h-Eileanan an Iar,6683,*,*
S01009029,Na h-Eileanan an Iar,6480,*,*
S01009030,Na h-Eileanan an Iar,6300,3,44
S01009031,Na h-Eileanan an Iar,6596.5,*,*
S01009032,Na h-Eileanan an Iar,6102,3,53
S01009033,Na h-Eileanan an Iar,6928,*,*
S01009034,Na h-Eileanan an Iar,6928,*,*
S01009035,Na h-Eileanan an Iar,5833,6,66
S01009036,Na h-Eileanan an Iar,5852,7,65
S01009037,Na h-Eileanan an Iar,6306,4,44
S01009038,Na h-Eileanan an Iar,3989,17,162
S01009039,Na h-Eileanan an Iar,1145,30,467
S01009040,Na h-Eileanan an Iar,2672,16,256
S01009041,Na h-Eileanan an Iar,351,72,819
S01009042,Na h-Eileanan an Iar,4209,11,149
S01009043,Na h-Eileanan an Iar,6486,*,*
S01009044,Na h-Eileanan an Iar,5630,6,75
S01009045,Na h-Eileanan an Iar,5869,4,65
S01009046,Na h-Eileanan an Iar,5073,10,102
S01009047,Na h-Eileanan an Iar,6839,*,*
S01009048,Na h-Eileanan an Iar,6840,*,*
S01009049,Na h-Eileanan an Iar,6928,*,*
S01009050,Falkirk,5069,8,102
S01009051,Falkirk,1530,29,394
S01009052,Falkirk,1956,19,333
S01009053,Falkirk,171,56,1077
S01009054,Falkirk,4572,7,129
S01009055,Falkirk,6350,4,41
S01009056,Falkirk,3070,12,223
S01009057,Falkirk,1167,26,461
S01009058,Falkirk,969,40,508
S01009059,Falkirk,1876,31,343
S01009060,Falkirk,1939,23,335
S01009061,Falkirk,6928,*,*
S01009062,Falkirk,1696,24,367
S01009063,Falkirk,5565,6,78
S01009064,Falkirk,3111,12,220
S01009065,Falkirk,1660,25,372
S01009066,Falkirk,4052,11,158
S01009067,Falkirk,5822,6,67
S01009068,Falkirk,4219,13,148
S01009069,Falkirk,6535,*,*
S01009070,Falkirk,6748,*,*
S01009071,Falkirk,4341,7,141
S01009072,Falkirk,6928,*,*
S01009073,Falkirk,4823,9,116
S01009074,Falkirk,2994,16,228
S01009075,Falkirk,2792,13,247
S01009076,Falkirk,6525,3,32
S01009077,Falkirk,3573,11,189
S01009078,Falkirk,6852,*,*
S01009079,Falkirk,439,67,754
S01009080,Falkirk,518,62,693
S01009081,Falkirk,1228,29,452
S01009082,Falkirk,3598,18,187
S01009083,Falkirk,4642,9,126
S01009084,Falkirk,2010,26,326
S01009085,Falkirk,4707,10,123
S01009086,Falkirk,5453,6,83
S01009087,Falkirk,4729,7,121
S01009088,Falkirk,76,155,1519
S01009089,Falkirk,6706,*,*
S01009090,Falkirk,5054,25,103
S01009091,Falkirk,6356,3,41
S01009092,Falkirk,2681,28,255
S01009093,Falkirk,2845,17,241
S01009094,Falkirk,6928,*,*
S01009095,Falkirk,1046,41,492
S01009096,Falkirk,3259,23,210
S01009097,Falkirk,5451,7,83
S01009098,Falkirk,3201,10,213
S01009099,Falkirk,1204,32,456
S01009100,Falkirk,500,54,710
S01009101,Falkirk,1475,34,404
S01009102,Falkirk,1457,33,409
S01009103,Falkirk,6045,3,56
S01009104,Falkirk,5217,7,95
S01009105,Falkirk,1008,39,499
S01009106,Falkirk,4223,8,148
S01009107,Falkirk,1826,28,349
S01009108,Falkirk,6810,*,*
S01009109,Falkirk,6174,3,49
S01009110,Falkirk,4373,8,139
S01009111,Falkirk,5168,8,98
S01009112,Falkirk,4164,8,151
S01009113,Falkirk,6493,3,34
S01009114,Falkirk,5448,6,84
S01009115,Falkirk,1354,24,426
S01009116,Falkirk,5750,3,69
S01009117,Falkirk,2348,26,289
S01009118,Falkirk,3869,10,169
S01009119,Falkirk,3469,14,196
S01009120,Falkirk,3058,11,224
S01009121,Falkirk,2161,24,308
S01009122,Falkirk,3916,29,166
S01009123,Falkirk,5795,4,67
S01009124,Falkirk,6928,*,*
S01009125,Falkirk,5748,5,69
S01009126,Falkirk,77,83,1517
S01009127,Falkirk,897,37,528
S01009128,Falkirk,615,55,633
S01009129,Falkirk,803,28,558
S01009130,Falkirk,3225,13,212
S01009131,Falkirk,611,31,635
S01009132,Falkirk,2923,19,236
S01009133,Falkirk,38,149,1972
S01009134,Falkirk,2938,20,234
S01009135,Falkirk,519,37,693
S01009136,Falkirk,5485,7,82
S01009137,Falkirk,6928,*,*
S01009138,Falkirk,2838,22,242
S01009139,Falkirk,957,22,511
S01009140,Falkirk,27,155,2284
S01009141,Falkirk,402,68,775
S01009142,Falkirk,66,91,1574
S01009143,Falkirk,773,31,567
S01009144,Falkirk,2184,22,306
S01009145,Falkirk,3741,17,178
S01009146,Falkirk,2336,27,290
S01009147,Falkirk,2175,26,307
S01009148,Falkirk,1754,24,360
S01009149,Falkirk,98,102,1341
S01009150,Falkirk,4498,10,133
S01009151,Falkirk,412,67,770
S01009152,Falkirk,1595,25,383
S01009153,Falkirk,10,194,3967
S01009154,Falkirk,79,145,1504
S01009155,Falkirk,3585,10,188
S01009156,Falkirk,6095,3,54
S01009157,Falkirk,3430,17,198
S01009158,Falkirk,5138,6,99
S01009159,Falkirk,181,48,1056
S01009160,Falkirk,1301,30,435
S01009161,Falkirk,495,47,712
S01009162,Falkirk,424,53,762
S01009163,Falkirk,1985,15,329
S01009164,Falkirk,4812,8,117
S01009165,Falkirk,1337,31,428
S01009166,Falkirk,1312,35,434
S01009167,Falkirk,3319,11,206
S01009168,Falkirk,2476,16,274
S01009169,Falkirk,3784,13,176
S01009170,Falkirk,1280,32,440
S01009171,Falkirk,1575,25,386
S01009172,Falkirk,4097,10,155
S01009173,Falkirk,6928,*,*
S01009174,Falkirk,6711,*,*
S01009175,Falkirk,4941,9,110
S01009176,Falkirk,6124,5,52
S01009177,Falkirk,1490,34,402
S01009178,Falkirk,537,49,685
S01009179,Falkirk,3913,11,166
S01009180,Falkirk,1262,42,444
S01009181,Falkirk,2593,23,262
S01009182,Falkirk,2412,26,282
S01009183,Falkirk,5994,4,59
S01009184,Falkirk,1750,31,360
S01009185,Falkirk,3276,19,209
S01009186,Falkirk,4901,9,112
S01009187,Falkirk,4786,6,118
S01009188,Falkirk,3216,19,213
S01009189,Falkirk,1051,38,491
S01009190,Falkirk,4350,19,140
S01009191,Falkirk,6362,3,40
S01009192,Falkirk,62,137,1605
S01009193,Falkirk,5340,15,89
S01009194,Falkirk,6630,*,*
S01009195,Falkirk,3912,14,167
S01009196,Falkirk,2804,17,246
S01009197,Falkirk,5895,7,64
S01009198,Falkirk,4793,8,118
S01009199,Falkirk,4166,9,151
S01009200,Falkirk,6226,8,47
S01009201,Falkirk,3367,14,203
S01009202,Falkirk,6720,*,*
S01009203,Falkirk,2851,18,241
S01009204,Falkirk,4611,11,127
S01009205,Falkirk,6928,*,*
S01009206,Falkirk,5060,9,103
S01009207,Falkirk,6580,*,*
S01009208,Falkirk,6928,*,*
S01009209,Falkirk,4549,8,130
S01009210,Falkirk,534,36,685
S01009211,Falkirk,5081,6,102
S01009212,Falkirk,1835,29,348
S01009213,Falkirk,1597,32,383
S01009214,Falkirk,6373,4,40
S01009215,Falkirk,1770,33,358
S01009216,Falkirk,3751,16,178
S01009217,Falkirk,1612,24,381
